                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                  1.141,                 1.1819,                 1.3621,                0.84295,                0.58537,                0.71676,                0.39713,                 1.7469,                 1.5271,                 1.7666,              0.0014855,              0.0014855,              0.0014855
                     13,                 1.1588,                 1.1728,                 1.3617,                0.76566,                0.71736,                 0.7317,                0.35995,                 1.7683,                 1.8713,                 1.8092,               0.001469,               0.001469,               0.001469
                     14,                 1.1817,                 1.2009,                 1.3377,                0.51132,                0.53659,                 0.5492,                0.28932,                 1.6842,                  2.026,                 1.6659,              0.0014525,              0.0014525,              0.0014525
                     15,                  1.126,                 1.1506,                  1.341,                 0.4764,                0.48822,                0.57065,                0.23073,                 1.9513,                 2.2206,                 1.9137,               0.001436,               0.001436,               0.001436
                     16,                  1.086,                 1.0684,                 1.3293,                0.72202,                0.63415,                0.66612,                0.36055,                 1.6208,                 1.7783,                 1.6577,              0.0014195,              0.0014195,              0.0014195
                     17,                 1.0869,                 1.0757,                 1.2867,                0.71544,                0.80488,                0.85565,                0.46264,                 1.6501,                 1.2936,                 1.6522,              0.0014029,              0.0014029,              0.0014029
                     18,                 1.0466,                 1.0174,                 1.2736,                0.77482,                0.95122,                0.91372,                 0.5407,                 1.3054,                 1.0571,                 1.3658,              0.0013864,              0.0013864,              0.0013864
                     19,                 1.0309,                0.96877,                 1.2539,                0.81059,                0.95122,                0.93504,                0.55283,                 1.3283,                 0.9036,                 1.3997,              0.0013699,              0.0013699,              0.0013699
                     20,                 1.0189,                0.98547,                  1.231,                0.92694,                0.95122,                0.97561,                0.56336,                 1.4278,                 1.0541,                 1.4434,              0.0013534,              0.0013534,              0.0013534
                     21,                 1.0162,                0.93353,                 1.2634,                0.98091,                0.82927,                0.96618,                0.55797,                   1.42,                 1.1904,                 1.4769,              0.0013369,              0.0013369,              0.0013369
                     22,                0.98119,                0.91892,                  1.243,                0.94997,                0.92629,                0.95465,                0.56606,                 1.3699,                0.94657,                 1.4561,              0.0013204,              0.0013204,              0.0013204
                     23,                0.99721,                0.88384,                 1.2042,                0.98964,                0.90244,                0.97622,                 0.5814,                 1.3986,                0.75079,                 1.4733,              0.0013039,              0.0013039,              0.0013039
                     24,                0.95619,                0.83491,                 1.2222,                0.89602,                0.92683,                 0.9694,                0.61395,                 1.2535,                0.71374,                 1.3829,              0.0012874,              0.0012874,              0.0012874
                     25,                0.96862,                0.81808,                 1.1654,                0.86475,                0.95122,                0.96339,                0.55698,                 1.3989,                0.80051,                 1.4575,              0.0012709,              0.0012709,              0.0012709
                     26,                0.95761,                0.85837,                 1.1832,                0.83427,                0.87805,                0.89556,                0.56464,                 1.3052,                 0.9019,                 1.4309,              0.0012544,              0.0012544,              0.0012544
                     27,                 0.9697,                0.83636,                 1.2091,                0.96289,                0.90244,                0.95382,                 0.5718,                 1.3535,                0.74589,                 1.4602,              0.0012379,              0.0012379,              0.0012379
                     28,                0.98134,                0.82357,                 1.2134,                0.97179,                0.95122,                0.98669,                0.61463,                 1.3125,                0.63069,                 1.4186,              0.0012214,              0.0012214,              0.0012214
                     29,                0.98403,                0.77233,                 1.2166,                0.99207,                0.92683,                 0.9888,                  0.595,                 1.3976,                0.63917,                 1.4573,              0.0012049,              0.0012049,              0.0012049
                     30,                0.98522,                0.75674,                 1.2063,                0.99572,                0.92683,                0.96028,                0.53807,                 1.4989,                0.64479,                 1.5546,              0.0011884,              0.0011884,              0.0011884
                     31,                0.92543,                0.75206,                 1.1834,                      1,                0.91981,                0.95186,                0.57705,                 1.4178,                0.61281,                 1.4974,              0.0011719,              0.0011719,              0.0011719
                     32,                  0.935,                 0.7451,                 1.1587,                0.92295,                0.92683,                0.94575,                0.54281,                 1.4266,                0.68486,                 1.4902,              0.0011554,              0.0011554,              0.0011554
                     33,                0.87379,                0.70301,                 1.1411,                0.95188,                0.96517,                0.97227,                0.54638,                 1.4224,                0.64213,                 1.4817,              0.0011389,              0.0011389,              0.0011389
                     34,                0.85394,                0.70532,                 1.1375,                0.97646,                0.92683,                0.98337,                0.60622,                 1.3459,                0.62708,                  1.485,              0.0011224,              0.0011224,              0.0011224
                     35,                0.90521,                0.70681,                  1.147,                0.94694,                0.97561,                0.98674,                0.58097,                   1.35,                0.60677,                 1.5316,              0.0011059,              0.0011059,              0.0011059
                     36,                0.92763,                0.72803,                  1.176,                0.97473,                0.94081,                0.96314,                0.58045,                 1.3648,                0.62298,                 1.5089,              0.0010894,              0.0010894,              0.0010894
                     37,                0.92032,                  0.723,                 1.1644,                0.95338,                0.99761,                0.99358,                0.61933,                 1.2165,                0.58489,                 1.3799,              0.0010729,              0.0010729,              0.0010729
                     38,                0.84162,                0.66691,                 1.1298,                0.99615,                0.97561,                0.99452,                0.61545,                 1.2517,                0.51077,                 1.4019,              0.0010564,              0.0010564,              0.0010564
                     39,                0.89058,                0.68341,                 1.1595,                0.99793,                0.97561,                0.99364,                0.63276,                 1.2661,                0.58079,                 1.3825,              0.0010399,              0.0010399,              0.0010399
                     40,                0.87856,                0.61952,                 1.1346,                      1,                0.92266,                0.98808,                0.63608,                 1.2139,                0.57899,                 1.3246,              0.0010234,              0.0010234,              0.0010234
                     41,                0.86563,                0.61646,                 1.0945,                0.95238,                0.97549,                0.98995,                0.59434,                 1.3545,                0.60058,                 1.4389,              0.0010069,              0.0010069,              0.0010069
                     42,                0.85271,                  0.641,                 1.1278,                0.99078,                0.92683,                0.97291,                0.59445,                 1.3572,                0.65182,                 1.4131,             0.00099036,             0.00099036,             0.00099036
                     43,                0.82775,                0.60864,                 1.1245,                0.94588,                0.85257,                0.89178,                0.56615,                 1.3196,                 0.8244,                 1.4006,             0.00097386,             0.00097386,             0.00097386
                     44,                 0.8252,                0.64487,                 1.1106,                0.94968,                0.92083,                0.98287,                0.59816,                 1.2931,                 0.6498,                 1.4343,             0.00095736,             0.00095736,             0.00095736
                     45,                0.79396,                0.60642,                 1.0706,                 0.9268,                 0.9265,                0.98407,                0.59797,                  1.317,                0.62166,                 1.4585,             0.00094085,             0.00094085,             0.00094085
                     46,                0.81847,                  0.584,                 1.1009,                0.97605,                0.99392,                0.99286,                0.60527,                 1.2652,                0.60183,                 1.4086,             0.00092435,             0.00092435,             0.00092435
                     47,                0.80003,                0.59059,                 1.1196,                0.99247,                0.97561,                0.99364,                0.58432,                  1.312,                0.57629,                 1.4212,             0.00090785,             0.00090785,             0.00090785
                     48,                0.81376,                0.59166,                 1.1066,                0.94537,                0.90244,                0.98143,                 0.6081,                 1.2718,                0.60806,                 1.3564,             0.00089134,             0.00089134,             0.00089134
                     49,                0.79012,                 0.5962,                 1.0975,                0.97558,                0.97425,                0.99001,                0.61856,                 1.3217,                0.50895,                 1.4084,             0.00087484,             0.00087484,             0.00087484
                     50,                0.76705,                0.55073,                 1.0918,                0.97612,                0.99709,                0.99452,                0.61811,                 1.3027,                 0.5188,                 1.4195,             0.00085834,             0.00085834,             0.00085834
                     51,                0.79666,                0.58461,                 1.0845,                      1,                0.94765,                0.98886,                0.59833,                 1.3536,                0.54289,                 1.4525,             0.00084184,             0.00084184,             0.00084184
                     52,                 0.7636,                0.56208,                 1.0711,                0.98583,                0.92683,                0.98973,                0.58595,                 1.2508,                 0.5282,                 1.4148,             0.00082533,             0.00082533,             0.00082533
                     53,                0.73353,                0.54609,                 1.0678,                0.98481,                0.95122,                0.99268,                0.60257,                 1.2402,                0.50883,                 1.4011,             0.00080883,             0.00080883,             0.00080883
                     54,                0.71559,                0.55237,                 1.0422,                0.94893,                0.97561,                0.98672,                0.60496,                 1.2592,                0.51246,                 1.4348,             0.00079233,             0.00079233,             0.00079233
                     55,                 0.7377,                0.53129,                 1.0649,                0.92599,                0.97561,                0.97802,                 0.5749,                  1.209,                0.53948,                 1.3969,             0.00077582,             0.00077582,             0.00077582
                     56,                0.76171,                0.53442,                 1.0491,                0.95122,                0.95121,                0.98448,                0.59436,                 1.2852,                0.54666,                 1.4196,             0.00075932,             0.00075932,             0.00075932
                     57,                0.72639,                0.53239,                 1.0687,                0.99494,                0.92683,                0.98811,                0.58949,                 1.3075,                0.54889,                 1.4438,             0.00074282,             0.00074282,             0.00074282
                     58,                0.78152,                0.52382,                 1.0828,                0.97549,                0.97081,                0.99285,                0.59963,                 1.3298,                0.54652,                 1.4672,             0.00072631,             0.00072631,             0.00072631
                     59,                0.70224,                0.52749,                  1.061,                0.95323,                0.99439,                0.99285,                0.60034,                 1.3017,                0.51819,                 1.4354,             0.00070981,             0.00070981,             0.00070981
                     60,                0.69888,                0.49807,                 1.0399,                0.99504,                0.97561,                0.99364,                0.60354,                 1.2684,                0.48448,                 1.4338,             0.00069331,             0.00069331,             0.00069331
                     61,                0.68159,                0.48594,                 1.0286,                0.97326,                      1,                0.99452,                 0.6103,                 1.3293,                0.48252,                 1.4724,              0.0006768,              0.0006768,              0.0006768
                     62,                0.69542,                0.47535,                 1.0439,                0.99594,                      1,                  0.995,                0.59498,                 1.2796,                0.45224,                 1.4674,              0.0006603,              0.0006603,              0.0006603
                     63,                0.70249,                0.48877,                 1.0569,                0.98995,                      1,                  0.995,                0.57687,                 1.3352,                0.46945,                 1.4999,              0.0006438,              0.0006438,              0.0006438
                     64,                0.67255,                0.46986,                 1.0196,                0.99014,                      1,                  0.995,                0.60651,                 1.2779,                0.47147,                 1.4497,             0.00062729,             0.00062729,             0.00062729
                     65,                0.66834,                0.48347,                 1.0445,                0.97267,                0.97561,                0.98944,                0.59758,                 1.3008,                0.48033,                 1.4363,             0.00061079,             0.00061079,             0.00061079
                     66,                0.62535,                0.46252,                 1.0249,                 0.9995,                      1,                  0.995,                0.61214,                  1.333,                0.47455,                 1.4654,             0.00059429,             0.00059429,             0.00059429
                     67,                0.61341,                0.44481,                   1.01,                      1,                0.99923,                  0.995,                0.60191,                 1.3379,                0.46722,                 1.5002,             0.00057778,             0.00057778,             0.00057778
                     68,                0.63869,                0.47688,                 1.0098,                      1,                0.99363,                  0.995,                0.60449,                  1.335,                0.49287,                 1.5562,             0.00056128,             0.00056128,             0.00056128
                     69,                0.64291,                0.46379,                 1.0182,                      1,                0.99837,                  0.995,                0.59732,                  1.305,                0.47174,                 1.5292,             0.00054478,             0.00054478,             0.00054478
                     70,                0.64843,                0.48085,                 1.0365,                      1,                0.99781,                  0.995,                0.60639,                 1.2992,                0.47507,                 1.4869,             0.00052827,             0.00052827,             0.00052827
                     71,                0.61506,                0.42732,                 0.9969,                0.99833,                0.97561,                0.99407,                 0.6067,                 1.2983,                0.47198,                 1.4517,             0.00051177,             0.00051177,             0.00051177
                     72,                0.62331,                0.44595,                 1.0204,                      1,                0.99776,                  0.995,                0.61415,                 1.3101,                0.46651,                 1.4931,             0.00049527,             0.00049527,             0.00049527
                     73,                0.60105,                 0.4195,                0.99244,                      1,                0.99803,                  0.995,                0.60612,                 1.2965,                0.47896,                 1.4713,             0.00047876,             0.00047876,             0.00047876
                     74,                0.61226,                0.45722,                 1.0219,                      1,                0.99902,                  0.995,                0.62706,                 1.2586,                0.46309,                  1.461,             0.00046226,             0.00046226,             0.00046226
                     75,                0.59347,                0.46139,                 1.0276,                0.99901,                      1,                  0.995,                0.62637,                 1.2465,                0.44305,                 1.4689,             0.00044576,             0.00044576,             0.00044576
                     76,                0.63793,                0.45055,                 1.0253,                0.99829,                      1,                  0.995,                 0.6026,                 1.2719,                0.44763,                 1.4928,             0.00042925,             0.00042925,             0.00042925
                     77,                0.56579,                0.39871,                0.97503,                0.99853,                      1,                  0.995,                0.59465,                 1.2665,                0.43605,                 1.4934,             0.00041275,             0.00041275,             0.00041275
                     78,                 0.5448,                0.40325,                0.97987,                0.99843,                      1,                  0.995,                0.61834,                 1.2452,                0.43543,                 1.4491,             0.00039625,             0.00039625,             0.00039625
                     79,                  0.579,                0.40354,                0.99037,                0.99839,                      1,                  0.995,                0.62183,                 1.2438,                 0.4415,                 1.4667,             0.00037974,             0.00037974,             0.00037974
                     80,                0.56786,                0.40582,                0.98937,                0.99892,                      1,                  0.995,                0.60391,                 1.3307,                0.46393,                 1.5489,             0.00036324,             0.00036324,             0.00036324
                     81,                0.62372,                0.43275,                 1.0029,                 0.9981,                      1,                  0.995,                0.60478,                 1.3166,                0.46493,                 1.5263,             0.00034674,             0.00034674,             0.00034674
                     82,                0.57961,                0.41838,                 1.0112,                0.99794,                      1,                  0.995,                0.60305,                 1.3237,                0.46658,                 1.5173,             0.00033023,             0.00033023,             0.00033023
                     83,                0.51397,                0.37901,                0.95033,                0.99946,                      1,                  0.995,                0.60221,                  1.326,                0.45357,                 1.5156,             0.00031373,             0.00031373,             0.00031373
                     84,                0.58156,                 0.4373,                0.97968,                0.99857,                      1,                  0.995,                0.58745,                 1.3417,                0.46842,                 1.5624,             0.00029723,             0.00029723,             0.00029723
                     85,                0.55286,                  0.393,                0.97484,                 0.9985,                      1,                  0.995,                0.59427,                 1.3281,                0.46577,                 1.5548,             0.00028072,             0.00028072,             0.00028072
                     86,                0.56205,                0.40052,                 0.9932,                0.99798,                      1,                  0.995,                0.60538,                 1.3108,                0.45783,                 1.5483,             0.00026422,             0.00026422,             0.00026422
                     87,                0.51346,                0.39887,                0.95101,                0.99728,                      1,                  0.995,                 0.6021,                 1.3259,                 0.4608,                 1.5604,             0.00024772,             0.00024772,             0.00024772
                     88,                0.53097,                0.38329,                0.97765,                0.99841,                      1,                  0.995,                0.59677,                 1.3316,                0.47297,                 1.5662,             0.00023121,             0.00023121,             0.00023121
                     89,                 0.5231,                0.38224,                0.97021,                0.99813,                      1,                  0.995,                0.59217,                 1.3102,                0.47771,                 1.5473,             0.00021471,             0.00021471,             0.00021471
                     90,                0.50634,                0.38595,                 0.9781,                0.99603,                      1,                  0.995,                0.60153,                 1.2944,                0.46326,                 1.5177,             0.00019821,             0.00019821,             0.00019821
                     91,                0.42549,                0.38886,                0.89307,                0.99689,                      1,                  0.995,                0.60638,                 1.3007,                 0.4664,                 1.5226,              0.0001817,              0.0001817,              0.0001817
                     92,                 0.4421,                0.36216,                0.90728,                0.99755,                      1,                  0.995,                0.59325,                 1.2979,                0.45917,                 1.5245,              0.0001652,              0.0001652,              0.0001652
                     93,                0.42765,                0.34535,                0.92615,                0.99751,                      1,                  0.995,                0.60169,                  1.288,                0.44779,                 1.5217,              0.0001487,              0.0001487,              0.0001487
                     94,                0.41958,                0.34373,                0.91768,                0.99816,                      1,                  0.995,                0.61418,                 1.2938,                0.43594,                 1.5402,             0.00013219,             0.00013219,             0.00013219
                     95,                0.41564,                0.33191,                0.88496,                0.99762,                      1,                  0.995,                0.61591,                 1.3007,                 0.4336,                 1.5463,             0.00011569,             0.00011569,             0.00011569
                     96,                0.41229,                0.32808,                0.89159,                0.99738,                      1,                  0.995,                0.60181,                 1.3078,                0.43327,                 1.5485,             9.9187e-05,             9.9187e-05,             9.9187e-05
                     97,                0.39924,                0.33375,                 0.8884,                0.99705,                      1,                  0.995,                0.59973,                  1.309,                0.43872,                 1.5464,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     98,                0.38721,                0.30506,                0.87579,                0.99737,                      1,                  0.995,                0.59281,                 1.2979,                0.44925,                 1.5341,              6.618e-05,              6.618e-05,              6.618e-05
                     99,                0.39172,                0.29157,                0.87154,                0.99764,                      1,                  0.995,                0.59062,                 1.2923,                0.45389,                 1.5281,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    100,                0.39109,                0.30911,                0.88554,                0.99905,                      1,                  0.995,                0.59055,                 1.2917,                0.46162,                 1.5255,             3.3173e-05,             3.3173e-05,             3.3173e-05
